,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
271,Mahindra KUV 100 NXT,Mahindra,2017,"36,097 km",Petrol,Manual,"EMI ₹6,051/m*",₹3.10 lakh
272,Renault Duster,Renault,2015,"1,06,697 km",Diesel,Manual,"EMI ₹8,005/m*",₹2.41 lakh
273,Mahindra Scorpio,Mahindra,2010,"2,05,000 km",Diesel,Manual,"EMI ₹8,005/m*",₹1.82 lakh
274,Ford Ecosport,Ford,2018,"49,454 km",Petrol,Manual,"EMI ₹7,379/m*",₹4.18 lakh
275,Hyundai Grand i10,Hyundai,2017,"87,954 km",Petrol,Manual,"EMI ₹6,021/m*",₹3.08 lakh
276,Maruti Swift,Maruti,2015,"98,426 km",Petrol,Manual,"EMI ₹8,558/m*",₹3.25 lakh
277,Tata NEXON,Tata,2022,"22,590 km",Petrol,Auto,"EMI ₹13,451/m*",₹7.62 lakh
278,Chevrolet Cruze,Chevrolet,2012,"85,458 km",Diesel,Auto,"EMI ₹13,451/m*",₹2.00 lakh
279,Tata NEXON,Tata,2024,"32,402 km",Petrol,Auto,"EMI ₹14,034/m*",₹7.95 lakh
280,Maruti Ertiga,Maruti,2013,"1,17,952 km",Diesel,Manual,"EMI ₹25,233/m*",₹2.84 lakh
