,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
211,Tata NEXON,Tata,2019,"51,741 km",Petrol,Auto,"EMI ₹9,462/m*",₹5.36 lakh
212,Maruti Celerio,Maruti,2022,"88,540 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
213,Hyundai i20,Hyundai,2014,"1,09,978 km",Diesel,Manual,"EMI ₹10,921/m*",₹2.32 lakh
214,Hyundai VENUE,Hyundai,2021,"49,476 km",Petrol,Manual,"EMI ₹12,339/m*",₹6.99 lakh
215,Maruti Baleno,Maruti,2021,"1,01,386 km",Petrol,Manual,"EMI ₹11,612/m*",₹5.22 lakh
216,Hyundai Verna,Hyundai,2024,"10,627 km",Petrol,Auto,"EMI ₹22,721/m*",₹13.27 lakh
217,Nissan MAGNITE,Nissan,2021,"1,00,523 km",Petrol,Auto,"EMI ₹11,144/m*",₹5.01 lakh
218,Mahindra Quanto,Mahindra,2013,"1,37,730 km",Diesel,Manual,"EMI ₹9,951/m*",₹1.12 lakh
219,Maruti Eeco,Maruti,2017,"1,65,831 km",Petrol,Manual,"EMI ₹6,251/m*",₹2.81 lakh
220,Hyundai Xcent,Hyundai,2018,"95,489 km",Petrol,Manual,"EMI ₹5,561/m*",₹3.15 lakh
221,Tata NEXON,Tata,2020,"87,755 km",Petrol,Manual,"EMI ₹10,380/m*",₹5.88 lakh
222,Maruti Swift,Maruti,2018,"1,15,079 km",Petrol,Auto,"EMI ₹9,988/m*",₹4.49 lakh
223,Maruti Swift,Maruti,2015,"1,05,224 km",Diesel,Manual,"EMI ₹11,459/m*",₹3.45 lakh
224,Toyota Camry,Toyota,2017,"1,79,259 km",Hybrid,Auto,"EMI ₹17,394/m*",₹8.00 lakh
225,Hyundai Santro Xing,Hyundai,2011,"1,15,000 km",Petrol,Manual,"EMI ₹17,394/m*",₹0.91 lakh
226,Toyota Etios Liva,Toyota,2015,"1,15,314 km",Diesel,Manual,"EMI ₹8,470/m*",₹2.55 lakh
