,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
45,Maruti Celerio,Maruti,2014,"32,992 km",Petrol,Auto,"EMI ₹10,296/m*",₹3.10 lakh
46,Renault Kwid,Renault,2016,"96,269 km",Petrol,Manual,"EMI ₹3,626/m*",₹1.63 lakh
47,Volkswagen TAIGUN,Volkswagen,2021,"69,553 km",Petrol,Manual,"EMI ₹21,009/m*",₹12.27 lakh
48,Hyundai Grand i10,Hyundai,2018,"31,035 km",Petrol,Manual,"EMI ₹6,955/m*",₹3.94 lakh
49,MG HECTOR,MG,2020,"64,147 km",Diesel,Manual,"EMI ₹16,501/m*",₹9.64 lakh
50,Tata ALTROZ,Tata,2021,"1,05,264 km",Diesel,Manual,"EMI ₹9,830/m*",₹4.42 lakh
51,Renault Kwid,Renault,2020,"52,389 km",Petrol,Manual,"EMI ₹5,049/m*",₹2.86 lakh
52,Maruti Alto 800,Maruti,2015,"37,675 km",Petrol,Manual,"EMI ₹4,240/m*",₹1.61 lakh
53,Tata Tiago,Tata,2020,"1,39,031 km",Petrol,Manual,"EMI ₹7,046/m*",₹3.17 lakh
54,Maruti Celerio,Maruti,2021,"33,389 km",Petrol,Manual,"EMI ₹6,214/m*",₹3.52 lakh
55,Hyundai VENUE,Hyundai,2021,"78,864 km",Petrol,Manual,"EMI ₹11,033/m*",₹6.25 lakh
56,Honda WR-V,Honda,2018,"67,821 km",Petrol,Manual,"EMI ₹7,591/m*",₹4.30 lakh
57,Maruti BREZZA,Maruti,2023,"20,940 km",Petrol,Manual,"EMI ₹16,951/m*",₹9.90 lakh
58,Ford Figo Aspire,Ford,2015,"1,07,583 km",Petrol,Manual,"EMI ₹5,477/m*",₹2.08 lakh
59,Hyundai GRAND I10 NIOS,Hyundai,2020,"65,142 km",Petrol,Manual,"EMI ₹7,891/m*",₹4.47 lakh
60,KIA SELTOS,KIA,2022,"55,601 km",Diesel,Manual,"EMI ₹14,640/m*",₹8.55 lakh
61,Hyundai Grand i10,Hyundai,2016,"80,179 km",Petrol,Auto,"EMI ₹7,118/m*",₹3.20 lakh
62,Maruti Alto K10,Maruti,2015,"29,429 km",Petrol,Auto,"EMI ₹6,320/m*",₹2.40 lakh
63,Maruti Swift,Maruti,2014,"67,885 km",Petrol,Manual,"EMI ₹8,636/m*",₹2.60 lakh
64,KIA SONET,KIA,2022,"71,490 km",Diesel,Manual,"EMI ₹15,068/m*",₹8.80 lakh
65,Hyundai Grand i10,Hyundai,2015,"1,18,778 km",Petrol,Manual,"EMI ₹8,477/m*",₹3.22 lakh
66,Mahindra XUV500,Mahindra,2018,"1,18,011 km",Diesel,Manual,"EMI ₹17,128/m*",₹7.70 lakh
67,Maruti Baleno,Maruti,2022,"70,833 km",Petrol,Manual,"EMI ₹8,350/m*",₹4.73 lakh
68,Chevrolet Sail UVA,Chevrolet,2013,"48,283 km",Petrol,Manual,"EMI ₹9,838/m*",₹2.09 lakh
69,Maruti Swift,Maruti,2019,"1,12,500 km",Petrol,Auto,"EMI ₹8,653/m*",₹3.89 lakh
70,Nissan Terrano,Nissan,2014,"88,332 km",Diesel,Manual,"EMI ₹17,547/m*",₹3.73 lakh
71,Mahindra Thar,Mahindra,2021,"37,111 km",Petrol,Auto,"EMI ₹17,105/m*",₹9.99 lakh
72,KIA SONET,KIA,2020,"71,317 km",Petrol,Manual,"EMI ₹10,592/m*",₹6.00 lakh
73,Mercedes Benz GLA Class,Mercedes,2014,"88,220 km",Diesel,Auto,"EMI ₹55,929/m*",₹12.00 lakh
74,Hyundai Eon,Hyundai,2012,"88,924 km",Petrol,Manual,"EMI ₹10,573/m*",₹1.19 lakh
