,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
119,Maruti Eeco,Maruti,2018,"1,31,786 km",Petrol,Manual,"EMI ₹6,629/m*",₹2.98 lakh
120,Ford Ecosport,Ford,2015,"98,852 km",Diesel,Manual,"EMI ₹9,665/m*",₹2.91 lakh
121,Maruti Alto 800,Maruti,2015,"25,165 km",Petrol,Manual,"EMI ₹5,530/m*",₹2.10 lakh
122,Mercedes Benz GLC CLASS,Mercedes,2018,"93,906 km",Diesel,Auto,"EMI ₹38,258/m*",₹20.10 lakh
123,Hyundai Verna,Hyundai,2012,"1,04,002 km",Diesel,Auto,"EMI ₹38,258/m*",₹1.49 lakh
124,Maruti Swift,Maruti,2018,"89,001 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
125,Maruti Alto 800,Maruti,2014,"1,01,992 km",Petrol,Manual,"EMI ₹5,049/m*",₹1.52 lakh
126,Maruti Alto 800,Maruti,2017,"1,35,730 km",Petrol,Manual,"EMI ₹4,315/m*",₹1.94 lakh
127,Maruti Wagon R 1.0,Maruti,2013,"64,760 km",Petrol,Manual,"EMI ₹8,050/m*",₹1.71 lakh
128,Maruti Swift Dzire,Maruti,2013,"97,882 km",Petrol,Manual,"EMI ₹8,790/m*",₹1.87 lakh
129,Maruti Alto 800,Maruti,2015,"1,31,681 km",Petrol,Manual,"EMI ₹4,082/m*",₹1.55 lakh
130,Maruti Eeco,Maruti,2020,"49,217 km",Petrol,Manual,"EMI ₹6,743/m*",₹3.82 lakh
131,Maruti Swift Dzire,Maruti,2013,"72,109 km",Petrol,Manual,"EMI ₹8,662/m*",₹1.84 lakh
132,Hyundai i10,Hyundai,2015,"1,04,444 km",Petrol,Manual,"EMI ₹7,031/m*",₹2.67 lakh
133,Renault Kwid,Renault,2016,"70,485 km",Petrol,Manual,"EMI ₹3,292/m*",₹1.48 lakh
134,Honda Amaze,Honda,2015,"1,05,258 km",Petrol,Manual,"EMI ₹7,268/m*",₹2.76 lakh
