car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Hyundai Elite i20,Hyundai,2017,103531,Petrol,Manual,9676,434999.99999999994
Honda Amaze,Honda,2015,36690,Petrol,Manual,9480,360000.0
Renault Kwid,Renault,2019,34835,Petrol,Auto,6355,360000.0
Maruti Wagon R 1.0,Maruti,2017,35880,Petrol,Manual,6139,314000.0
Mahindra Xylo,Mahindra,2019,127718,Diesel,Manual,8920,401000.0
Honda WR-V,Honda,2018,77396,Diesel,Manual,11144,570000.0
Maruti Ertiga,Maruti,2013,93841,Diesel,Manual,37139,418000.0
Hyundai Eon,Hyundai,2017,52385,Petrol,Manual,4751,243000.00000000003
Maruti Celerio,Maruti,2016,105686,Petrol,Auto,6651,299000.0
Maruti Celerio,Maruti,2016,82740,Petrol,Auto,6584,296000.0
Tata NEXON,Tata,2023,22611,Petrol,Auto,16318,952999.9999999999
Hyundai i10,Hyundai,2013,71155,Petrol,Manual,11961,254000.0
Maruti Celerio,Maruti,2015,56228,Petrol,Auto,7655,291000.0
Tata NEXON,Tata,2018,104845,Diesel,Manual,12204,549000.0
Tata NEXON,Tata,2018,22877,Petrol,Auto,10691,606000.0
Mahindra Thar,Mahindra,2021,40515,Petrol,Auto,17122,1000000.0
Honda Jazz,Honda,2015,53220,Petrol,Auto,11192,425000.0
Hyundai Xcent,Hyundai,2014,104349,Petrol,Manual,9632,290000.0
Hyundai Grand i10,Hyundai,2019,45648,Petrol,Manual,7591,430000.0
Tata NEXON,Tata,2020,75437,Diesel,Auto,13293,753000.0
Honda Amaze,Honda,2022,18143,Petrol,Auto,12710,720000.0
Tata Tiago,Tata,2018,121475,Petrol,Manual,6896,310000.0
Maruti Baleno,Maruti,2019,56960,Petrol,Manual,8420,476999.99999999994
Honda Amaze,Honda,2015,88408,Petrol,Manual,7900,300000.0
Nissan MAGNITE,Nissan,2024,18038,Petrol,Auto,12569,712000.0
Maruti Wagon R 1.0,Maruti,2015,36091,Petrol,Manual,7426,282000.0
Maruti Wagon R 1.0,Maruti,2018,80284,Petrol,Auto,6002,340000.0
Tata NEXON,Tata,2023,20796,Petrol,Manual,16181,944999.9999999999
Maruti Celerio,Maruti,2018,44980,Petrol,Auto,6320,358000.0
Maruti IGNIS,Maruti,2017,116251,Petrol,Auto,8453,380000.0
Maruti Alto 800,Maruti,2018,38693,Petrol,Manual,4166,236000.0
Ford Ecosport,Ford,2016,84066,Petrol,Auto,11855,533000.0
Tata TIGOR,Tata,2017,134427,Petrol,Manual,7541,339000.0
Maruti Swift Dzire,Maruti,2016,110920,Diesel,Manual,11271,428000.0
Maruti Celerio,Maruti,2017,55887,Petrol,Auto,7360,376000.0
Mahindra XUV700,Mahindra,2023,137649,Diesel,Manual,32614,1500000.0
Toyota Glanza,Toyota,2023,57074,Petrol,Manual,12022,681000.0
Tata NEXON,Tata,2018,58076,Diesel,Manual,11261,576000.0
Honda City,Honda,2015,35151,Petrol,Manual,11982,455000.0
Maruti Celerio,Maruti,2018,74001,Petrol,Auto,5861,332000.0
Maruti S PRESSO,Maruti,2023,36469,Petrol,Auto,7767,440000.00000000006
Hyundai Elite i20,Hyundai,2019,114342,Diesel,Manual,12675,570000.0
Maruti Baleno,Maruti,2016,47932,Petrol,Auto,9721,437000.0
Maruti S PRESSO,Maruti,2024,23133,CNG,Manual,8650,490000.00000000006
Tata NEXON,Tata,2020,129002,Diesel,Auto,15905,715000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,72491,Petrol,Manual,7855,445000.0
Honda Jazz,Honda,2016,92935,Diesel,Manual,10687,405999.99999999994
Renault Kwid,Renault,2016,46196,Petrol,Manual,5530,249000.00000000003
Renault Lodgy,Renault,2015,28953,Diesel,Manual,12835,386000.0
Maruti Baleno,Maruti,2019,77135,Petrol,Manual,9464,536000.0
Nissan Terrano,Nissan,2014,147366,Diesel,Manual,16423,349000.0
KIA SELTOS,KIA,2020,58895,Petrol,Manual,15954,932000.0
Volkswagen Polo,Volkswagen,2020,35505,Petrol,Auto,12252,694000.0
Maruti XL6,Maruti,2020,76493,Petrol,Manual,13555,768000.0
Maruti Wagon R 1.0,Maruti,2017,20927,Petrol,Auto,7297,373000.0
Maruti S Cross,Maruti,2018,82043,Diesel,Manual,13033,667000.0
Maruti Ritz,Maruti,2013,66076,Petrol,Manual,10735,227999.99999999997
Maruti Vitara Brezza,Maruti,2018,52670,Diesel,Auto,13321,681000.0
Maruti Celerio,Maruti,2021,47221,Petrol,Manual,7157,405000.0
Tata TIGOR,Tata,2022,51500,CNG,Manual,9675,548000.0
Honda Amaze,Honda,2019,71087,Petrol,Manual,8052,455999.99999999994
Maruti New Wagon-R,Maruti,2019,48974,Petrol,Manual,7065,400000.0
Honda Amaze,Honda,2013,137552,Diesel,Manual,22916,258000.0
Maruti Wagon R 1.0,Maruti,2017,66046,Petrol,Manual,5714,292000.0
Maruti Swift,Maruti,2020,80297,Petrol,Auto,9083,515000.00000000006
Hyundai Verna,Hyundai,2018,101963,Diesel,Auto,17015,765000.0
Tata Zest,Tata,2016,213990,Diesel,Manual,6820,259000.0
Tata TIGOR,Tata,2019,50891,Petrol,Manual,7750,438999.99999999994
Maruti Alto 800,Maruti,2018,78563,Petrol,Manual,5005,225000.0
Maruti Swift Dzire,Maruti,2013,13142,Petrol,Manual,12663,269000.0
Hyundai i10,Hyundai,2012,94700,Petrol,Manual,14749,166000.0
Renault TRIBER,Renault,2020,65453,Petrol,Manual,8985,509000.0
Ford Figo,Ford,2012,104062,Diesel,Manual,8985,149000.0
Tata TIAGO NRG,Tata,2022,25000,Petrol,Auto,9444,535000.0
Maruti Wagon R 1.0,Maruti,2012,95229,Petrol,Manual,13594,153000.0
Maruti Alto K10,Maruti,2016,95603,Petrol,Manual,4338,195000.0
Mahindra XUV500,Mahindra,2014,88954,Diesel,Manual,16805,357000.0
Mahindra TUV300,Mahindra,2018,101200,Diesel,Manual,11456,515000.00000000006
Mahindra XUV500,Mahindra,2014,141215,Diesel,Manual,18641,396000.0
Maruti Swift Dzire,Maruti,2013,75670,Diesel,Manual,32074,361000.0
Hyundai Grand i10,Hyundai,2013,66163,Petrol,Manual,13698,291000.0
Volkswagen Polo,Volkswagen,2014,67365,Petrol,Auto,11758,354000.0
Datsun Go,Datsun,2014,35577,Petrol,Manual,5181,156000.0
Maruti Wagon R 1.0,Maruti,2012,84182,Petrol,Manual,15104,170000.0
Volkswagen Polo,Volkswagen,2019,83565,Petrol,Manual,7538,426999.99999999994
Tata Tiago,Tata,2016,78214,Petrol,Manual,8230,370000.0
Tata Tiago,Tata,2018,61178,Petrol,Manual,6178,350000.0
Maruti Swift,Maruti,2023,22329,Petrol,Manual,11086,628000.0
Tata Tiago,Tata,2020,37384,Petrol,Manual,7043,399000.0
Tata NEXON,Tata,2018,69300,Diesel,Auto,13666,699000.0
Renault TRIBER,Renault,2020,64436,Petrol,Manual,5119,290000.0
KIA CARENS,KIA,2024,29098,Petrol,Manual,16266,950000.0
Mahindra XUV700,Mahindra,2022,52813,Diesel,Auto,27122,1584000.0
Hyundai Elite i20,Hyundai,2016,108568,Petrol,Manual,8898,400000.0
Maruti Swift,Maruti,2021,87824,Petrol,Manual,9003,509999.99999999994
Tata Tiago,Tata,2020,59450,Petrol,Manual,7661,434000.0
Hyundai Elite i20,Hyundai,2015,41974,Petrol,Manual,12272,466000.0
Mahindra XUV500,Mahindra,2015,133269,Diesel,Manual,22220,669000.0
Maruti Ertiga,Maruti,2021,45642,Petrol,Auto,15205,888000.0000000001
Hyundai Elite i20,Hyundai,2019,50196,Petrol,Manual,9886,560000.0
Maruti Wagon R 1.0,Maruti,2012,96733,Petrol,Manual,21057,237000.0
Hyundai Grand i10,Hyundai,2018,52001,Petrol,Manual,7608,430999.99999999994
Hyundai Eon,Hyundai,2011,21573,Petrol,Manual,7608,157000.0
Tata NEXON,Tata,2022,49464,Petrol,Manual,12048,683000.0
Hyundai i10,Hyundai,2011,63304,Petrol,Manual,12048,156000.0
Volkswagen Vento,Volkswagen,2011,143352,Petrol,Manual,12048,158000.0
Maruti Alto K10,Maruti,2011,35674,Petrol,Manual,12048,150000.0
Hyundai i10,Hyundai,2011,40678,Petrol,Manual,12048,140000.0
Maruti Alto 800,Maruti,2012,9630,Petrol,Manual,14394,162000.0
Mahindra MARAZZO,Mahindra,2019,97172,Diesel,Manual,11474,650000.0
Tata Indica Vista,Tata,2013,102322,Diesel,Manual,12350,139000.0
Ford Ecosport,Ford,2018,68459,Petrol,Auto,11580,656000.0
