car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Honda Amaze,Honda,2019,37269,Petrol,Manual,5631,319000.0
Hyundai Creta,Hyundai,2019,36686,Petrol,Auto,15239,890000.0
Tata ALTROZ,Tata,2023,18345,Petrol,Manual,11598,657000.0
Volkswagen TAIGUN,Volkswagen,2022,79375,Petrol,Manual,12357,700000.0
Honda Civic,Honda,2019,25311,Petrol,Auto,22019,1286000.0
Tata Tiago,Tata,2022,27162,Petrol,Manual,6320,358000.0
Maruti Ciaz,Maruti,2016,77591,Petrol,Manual,6117,275000.0
Honda City,Honda,2021,27186,Petrol,Manual,11009,624000.0
Hyundai EXTER,Hyundai,2023,19033,Petrol,Manual,12816,726000.0
Mahindra Thar,Mahindra,2021,17286,Petrol,Manual,15701,917000.0
Honda Jazz,Honda,2016,58658,Petrol,Manual,4738,213000.0
Maruti New Wagon-R,Maruti,2022,73322,Petrol,Manual,5472,310000.0
Maruti Baleno,Maruti,2021,55722,Petrol,Manual,6178,350000.0
Mahindra Kuv100,Mahindra,2016,75397,Petrol,Manual,3559,160000.0
Honda Brio,Honda,2013,48219,Petrol,Manual,5978,127000.0
Jeep Compass,Jeep,2017,66626,Diesel,Manual,11122,500000.0
Hyundai Elite i20,Hyundai,2016,130686,Diesel,Manual,7953,302000.0
Hyundai Eon,Hyundai,2015,30337,Petrol,Manual,4292,163000.0
Mahindra XUV500,Mahindra,2016,86574,Diesel,Manual,10955,416000.0
Renault TRIBER,Renault,2019,25199,Petrol,Manual,6355,360000.0
Maruti Ritz,Maruti,2014,26352,Petrol,Manual,6444,194000.0
Ford Ecosport,Ford,2021,3700,Petrol,Manual,11598,657000.0
Maruti Alto 800,Maruti,2014,131645,Petrol,Manual,5879,177000.0
Honda Brio,Honda,2013,53959,Petrol,Auto,7908,168000.0
Hyundai Verna,Hyundai,2015,31235,Petrol,Manual,7321,278000.0
Maruti Dzire,Maruti,2021,46285,Petrol,Manual,7114,403000.0
Honda Amaze,Honda,2015,68574,Petrol,Manual,5267,200000.0
Maruti Wagon R 1.0,Maruti,2013,41834,Petrol,Manual,10215,217000.0
Honda City,Honda,2019,39447,Petrol,Manual,8191,463999.99999999994
MG HECTOR PLUS,MG,2021,20059,Petrol,Auto,23971,1400000.0
Volkswagen Polo,Volkswagen,2017,42592,Petrol,Manual,7351,376000.0
Tata Tiago,Tata,2020,48984,Petrol,Manual,5642,320000.0
Maruti Wagon R 1.0,Maruti,2012,29427,Petrol,Manual,16170,182000.0
Hyundai New Elantra,Hyundai,2020,54537,Petrol,Manual,12004,680000.0
Tata Tiago,Tata,2017,39290,Petrol,Manual,5181,265000.0
Honda Amaze,Honda,2014,86338,Petrol,Manual,6676,200999.99999999997
Maruti Wagon R 1.0,Maruti,2012,64975,Petrol,Manual,15993,180000.0
Hyundai Grand i10,Hyundai,2015,38714,Petrol,Manual,6136,233000.0
Renault Kwid,Renault,2019,49524,Petrol,Manual,3707,210000.0
Ford Ecosport,Ford,2014,50000,Diesel,Manual,5649,120000.0
Chevrolet Beat,Chevrolet,2013,69876,Diesel,Manual,5864,66000.0
Volkswagen Polo,Volkswagen,2013,28803,Petrol,Manual,10921,231999.99999999997
Hyundai Eon,Hyundai,2014,60820,Petrol,Manual,4650,140000.0
Maruti Wagon R 1.0,Maruti,2013,32695,Petrol,Manual,8850,188000.0
Maruti Alto K10,Maruti,2012,53283,Petrol,Manual,12172,137000.0
Maruti Alto 800,Maruti,2013,13282,Petrol,Manual,7532,160000.0
Hyundai Elite i20,Hyundai,2015,63167,Petrol,Manual,8084,307000.0
Maruti Celerio,Maruti,2017,14809,Petrol,Manual,4594,235000.0
Hyundai AURA,Hyundai,2021,41889,Petrol,Manual,8526,483000.0
Volkswagen Polo,Volkswagen,2011,120090,Petrol,Manual,8526,132000.0
Maruti Celerio,Maruti,2017,75624,Petrol,Manual,4985,254999.99999999997
Maruti Baleno,Maruti,2017,46818,Petrol,Manual,7273,372000.0
Maruti Celerio,Maruti,2015,121198,Petrol,Manual,4740,180000.0
Maruti Alto 800,Maruti,2013,37167,Petrol,Manual,6311,134000.0
Volkswagen Vento,Volkswagen,2017,48977,Petrol,Auto,5670,290000.0
Hyundai i10,Hyundai,2011,70075,Petrol,Manual,5670,97000.0
Maruti Swift,Maruti,2020,58895,Petrol,Manual,6178,350000.0
Hyundai Elite i20,Hyundai,2017,65117,Petrol,Manual,6510,333000.0
Tata NEXON,Tata,2019,67647,Petrol,Auto,9338,529000.0
Hyundai i10,Hyundai,2012,30331,Petrol,Manual,13327,150000.0
Maruti Alto,Maruti,2019,33554,Petrol,Manual,4148,235000.0
Honda City,Honda,2011,58827,Petrol,Manual,4148,163000.0
Maruti Ciaz,Maruti,2017,42130,Petrol,Manual,6197,317000.0
BMW 5 Series,BMW,2017,86927,Diesel,Auto,33952,1562000.0
Maruti Wagon R 1.0,Maruti,2012,21658,Petrol,Manual,13327,150000.0
Renault Kwid,Renault,2017,29828,Petrol,Manual,3793,194000.0
Maruti Swift Dzire,Maruti,2012,225779,Diesel,Manual,3793,222000.00000000003
Honda Brio,Honda,2015,56075,Petrol,Manual,5714,217000.0
Honda Jazz,Honda,2015,63892,Petrol,Auto,5872,223000.0
Tata Bolt,Tata,2016,31531,Petrol,Manual,4093,184000.0
Honda City,Honda,2017,50777,Petrol,Manual,6764,346000.0
Maruti Ciaz,Maruti,2017,111101,Diesel,Manual,5784,260000.0
Renault Duster,Renault,2015,230001,Diesel,Manual,9632,290000.0
Nissan Terrano,Nissan,2014,130800,Diesel,Manual,8709,185000.0
Hyundai Grand i10,Hyundai,2015,104568,Petrol,Manual,5267,200000.0
Tata NEXON,Tata,2024,7679,Petrol,Manual,19605,1145000.0
Honda Amaze,Honda,2016,77227,Petrol,Auto,4560,204999.99999999997
Ford Figo,Ford,2011,144312,Diesel,Manual,4560,67000.0
Maruti Wagon R 1.0,Maruti,2013,35796,Petrol,Manual,8473,180000.0
Maruti Zen Estilo,Maruti,2011,44386,Petrol,Manual,8473,65000.0
Maruti Wagon R 1.0,Maruti,2011,26643,Petrol,Manual,8473,112000.00000000001
Maruti Swift,Maruti,2015,48052,Petrol,Manual,5530,210000.0
Hyundai i20,Hyundai,2014,87317,Diesel,Manual,10262,218000.00000000003
Hyundai Elite i20,Hyundai,2017,78167,Petrol,Manual,6549,335000.0
Honda Brio,Honda,2012,33857,Petrol,Manual,10573,119000.0
Maruti Celerio,Maruti,2017,45172,Petrol,Manual,5561,250000.0
MG ASTOR,MG,2021,50809,Petrol,Manual,15530,907000.0
Honda Jazz,Honda,2018,73995,Petrol,Manual,5349,303000.0
Mahindra Kuv100,Mahindra,2016,59195,Diesel,Manual,6531,248000.0
Hyundai Eon,Hyundai,2012,17935,Petrol,Manual,14660,165000.0
Honda City,Honda,2013,73469,Petrol,Manual,9415,200000.0
Hyundai i20,Hyundai,2011,84867,Petrol,Manual,9415,120000.0
Datsun Redi Go,Datsun,2018,25408,Petrol,Manual,2436,138000.0
Renault Duster,Renault,2012,84995,Diesel,Manual,2436,145000.0
Ford Figo,Ford,2013,4445,Petrol,Manual,6308,134000.0
Tata TIGOR,Tata,2018,152308,Diesel,Manual,6673,300000.0
Honda Brio,Honda,2015,23088,Petrol,Manual,4345,165000.0
Honda Jazz,Honda,2017,43374,Petrol,Auto,5670,290000.0
Honda Amaze,Honda,2015,74796,Petrol,Manual,5267,200000.0
Maruti Alto K10,Maruti,2012,104990,Petrol,Manual,11995,135000.0
Mahindra TUV300,Mahindra,2016,20934,Diesel,Manual,12087,459000.0
Renault Scala,Renault,2013,64178,Diesel,Manual,9685,109000.00000000001
Tata PUNCH,Tata,2022,14364,Petrol,Manual,9886,560000.0
Hyundai Xcent,Hyundai,2014,94990,Petrol,Manual,7905,238000.0
Toyota Corolla Altis,Toyota,2011,81811,Petrol,Manual,7905,193000.0
Maruti Zen Estilo,Maruti,2010,39011,Petrol,Manual,7905,65000.0
Renault Duster,Renault,2014,145750,Diesel,Manual,9415,200000.0
KIA CARENS,KIA,2022,7291,Petrol,Manual,14657,856000.0
Honda Amaze,Honda,2015,42691,Petrol,Manual,5293,200999.99999999997
Maruti Baleno,Maruti,2017,104113,Petrol,Manual,8075,363000.0
Volkswagen Ameo,Volkswagen,2017,124958,Diesel,Manual,5784,260000.0
Volkswagen Vento,Volkswagen,2010,108401,Petrol,Manual,5784,128000.0
Maruti Zen Estilo,Maruti,2013,82580,Petrol,Manual,6449,137000.0
Hyundai NEW SANTRO,Hyundai,2018,47102,Petrol,Manual,4201,238000.0
Maruti Wagon R 1.0,Maruti,2014,43802,Petrol,Manual,6643,200000.0
Toyota Etios Liva,Toyota,2016,57076,Petrol,Manual,5917,266000.0
Maruti Celerio,Maruti,2017,28054,Petrol,Auto,5259,269000.0
Honda Amaze,Honda,2020,37535,Petrol,Manual,8968,508000.0
Mahindra Kuv100,Mahindra,2016,65477,Diesel,Manual,4450,169000.0
Maruti Wagon R 1.0,Maruti,2011,43827,Petrol,Manual,4450,114999.99999999999
Datsun Go Plus,Datsun,2018,460800,Petrol,Manual,3782,170000.0
Toyota Etios,Toyota,2012,115422,Diesel,Manual,3782,231999.99999999997
Hyundai i20,Hyundai,2011,54989,Petrol,Manual,3782,133000.0
Maruti Ritz,Maruti,2013,1,Petrol,Manual,6355,135000.0
Honda Jazz,Honda,2018,30645,Petrol,Manual,6161,349000.0
Honda Amaze,Honda,2013,96371,Petrol,Manual,7532,160000.0
Toyota Etios,Toyota,2014,97101,Petrol,Manual,7872,237000.0
Maruti Alto,Maruti,2020,2669,Petrol,Manual,4855,275000.0
Hyundai Grand i10,Hyundai,2016,36074,Petrol,Manual,5561,250000.0
Hyundai i20,Hyundai,2014,39334,Petrol,Manual,6178,186000.0
Hyundai Xcent,Hyundai,2016,51453,Petrol,Manual,5272,237000.0
Maruti Swift,Maruti,2019,49786,Petrol,Manual,6037,342000.0
Hyundai Grand i10,Hyundai,2017,61750,Petrol,Manual,5181,265000.0
Hyundai Grand i10,Hyundai,2015,40279,Petrol,Manual,5267,200000.0
Volkswagen Polo,Volkswagen,2011,41952,Petrol,Manual,5267,138000.0
Hyundai Verna,Hyundai,2024,5257,Petrol,Manual,21728,1269000.0
Renault Kwid,Renault,2022,10124,Petrol,Manual,5737,325000.0
Hyundai i20 Active,Hyundai,2016,124000,Petrol,Manual,6673,300000.0
Hyundai Creta,Hyundai,2017,93383,Diesel,Manual,10344,465000.00000000006
Renault Kwid,Renault,2017,58449,Petrol,Auto,3773,193000.0
Hyundai Creta,Hyundai,2018,64658,Diesel,Auto,10244,524000.0
Maruti Ertiga,Maruti,2017,177968,Diesel,Manual,14014,630000.0
Maruti Vitara Brezza,Maruti,2017,137082,Diesel,Manual,10099,454000.0
Toyota Corolla Altis,Toyota,2015,96159,Petrol,Auto,10033,381000.0
MG ASTOR,MG,2022,16273,Petrol,Manual,13769,780000.0
Ford Figo,Ford,2014,105157,Diesel,Manual,5555,118000.0
Hyundai Creta,Hyundai,2018,39725,Petrol,Manual,8791,498000.00000000006
Maruti Wagon R 1.0,Maruti,2018,46241,Petrol,Auto,5119,290000.0
Ford Ecosport,Ford,2015,106915,Petrol,Manual,8269,314000.0
Honda Amaze,Honda,2015,55990,Petrol,Manual,6820,259000.0
Tata NEXON,Tata,2023,25460,Petrol,Manual,14105,799000.0
Hyundai NEW I20 N LINE,Hyundai,2021,8042,Petrol,Manual,11474,650000.0
Maruti Eeco,Maruti,2011,1,Petrol,Manual,11474,120000.0
Hyundai Grand i10,Hyundai,2019,58459,Petrol,Manual,5472,310000.0
Toyota Land Cruiser,Toyota,2012,46173,Diesel,Manual,5472,1068000.0
Maruti Baleno,Maruti,2017,64688,Petrol,Manual,6843,350000.0
Hyundai i20 Active,Hyundai,2017,40828,Petrol,Manual,9677,495000.0
Tata NEXON,Tata,2022,72401,Petrol,Manual,9497,538000.0
Renault Kwid,Renault,2022,6812,Petrol,Manual,6549,371000.0
Mahindra Verito Vibe CS,Mahindra,2014,42144,Diesel,Manual,6308,134000.0
Hyundai Santro Xing,Hyundai,2010,57104,Petrol,Manual,6308,75000.0
Maruti Zen Estilo,Maruti,2011,57486,Petrol,Manual,6308,91000.0
Maruti S Cross,Maruti,2017,48167,Diesel,Manual,10143,455999.99999999994
Ford Figo Aspire,Ford,2016,103132,Petrol,Manual,4716,212000.0
Skoda KUSHAQ,Skoda,2025,14747,Petrol,Manual,23971,1400000.0
Hyundai Grand i10,Hyundai,2016,53155,Petrol,Manual,6673,300000.0
Hyundai Grand i10,Hyundai,2018,42160,Petrol,Manual,5384,305000.0
Toyota Etios,Toyota,2011,59053,Petrol,Manual,5384,150000.0
Maruti Wagon R 1.0,Maruti,2011,43572,Petrol,Manual,5384,133000.0
Hyundai Grand i10,Hyundai,2017,41365,Petrol,Manual,5572,285000.0
Ford Figo,Ford,2011,151809,Diesel,Manual,5572,68000.0
Hyundai NEW SANTRO,Hyundai,2018,43663,Petrol,Auto,5296,300000.0
Hyundai Grand i10,Hyundai,2017,61563,Petrol,Manual,6197,317000.0
Toyota Etios,Toyota,2011,81562,Petrol,Manual,6197,145000.0
Maruti Baleno,Maruti,2017,46153,Petrol,Auto,8387,429000.0
