,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
1330,Ford Figo,Ford,2011,70624,Diesel,Manual,12234,150000.0,Bangalore
1331,Hyundai Verna,Hyundai,2012,148925,Diesel,Manual,12234,200000.0,Bangalore
1332,Toyota Etios,Toyota,2012,72985,Diesel,Manual,12234,276000.0,Bangalore
1333,Hyundai GRAND I10 NIOS,Hyundai,2022,14929,Petrol,Auto,10592,600000.0,Bangalore
1334,Maruti Baleno,Maruti,2016,47819,Petrol,Manual,8164,367000.0,Bangalore
1335,Volkswagen TAIGUN,Volkswagen,2022,61880,Petrol,Auto,16729,977000.0,Bangalore
1336,Hyundai Creta,Hyundai,2023,47800,Petrol,Auto,29964,1750000.0,Bangalore
1337,Hyundai Grand i10,Hyundai,2014,27211,Petrol,Manual,11293,340000.0,Bangalore
1338,Honda Amaze,Honda,2018,55759,Diesel,Auto,10498,537000.0,Bangalore
1339,Honda Amaze,Honda,2018,37055,Petrol,Auto,8738,495000.0,Bangalore
1340,Maruti Swift Dzire,Maruti,2012,157955,Diesel,Manual,8738,250000.0,Bangalore
1341,Maruti Baleno,Maruti,2017,108306,Petrol,Auto,13057,587000.0,Bangalore
1342,Renault Kwid,Renault,2016,32196,Petrol,Auto,7563,340000.0,Bangalore
1343,Hyundai GRAND I10 NIOS,Hyundai,2022,24704,Petrol,Manual,8632,489000.0,Bangalore
1344,KIA SELTOS,KIA,2020,52119,Petrol,Manual,14554,850000.0,Bangalore
1345,Hyundai i20,Hyundai,2012,120117,Petrol,Manual,19636,221000.0,Bangalore
1346,Ford New Figo,Ford,2017,75950,Diesel,Manual,6718,302000.0,Bangalore
1347,Hyundai i10,Hyundai,2012,42123,Petrol,Manual,27543,310000.0,Bangalore
1348,Maruti Swift,Maruti,2013,91816,Petrol,Manual,11674,248000.0,Bangalore
1349,Mahindra XUV500,Mahindra,2012,109807,Diesel,Manual,11674,354000.0,Bangalore
1350,Hyundai Elite i20,Hyundai,2015,77082,Diesel,Manual,13784,415000.00000000006,Bangalore
1351,Skoda Rapid,Skoda,2013,63497,Petrol,Manual,14122,300000.0,Bangalore
1352,Tata NEXON,Tata,2020,56892,Petrol,Manual,9285,526000.0,Bangalore
1353,Hyundai Grand i10,Hyundai,2018,31260,Petrol,Auto,7679,435000.0,Bangalore
1354,Honda WR-V,Honda,2021,52384,Petrol,Manual,12286,696000.0,Bangalore
1355,Maruti Ciaz,Maruti,2018,118745,Petrol,Auto,13480,606000.0,Bangalore
1356,Maruti OMNI E,Maruti,2012,56795,Petrol,Manual,20613,232000.0,Bangalore
1357,CITROEN C3,CITROEN,2023,14481,Petrol,Manual,10945,620000.0,Bangalore
1358,Renault Lodgy,Renault,2015,113483,Diesel,Manual,13053,393000.0,Bangalore
1359,Maruti A Star,Maruti,2011,110239,Petrol,Manual,13053,115000.0,Bangalore
1360,Volkswagen Vento,Volkswagen,2011,81609,Diesel,Manual,13053,233000.0,Bangalore
1361,CITROEN C3,CITROEN,2023,14322,Petrol,Manual,10062,570000.0,Bangalore
1362,Honda Brio,Honda,2013,97030,Petrol,Auto,14122,300000.0,Bangalore
1363,Maruti Swift,Maruti,2019,41643,Petrol,Auto,11474,650000.0,Bangalore
1364,Renault Duster,Renault,2013,172312,Diesel,Manual,13061,147000.0,Bangalore
1365,Mahindra Kuv100,Mahindra,2016,28502,Petrol,Manual,5049,227000.0,Bangalore
1366,Tata Manza,Tata,2012,69585,Diesel,Manual,5049,213000.0,Bangalore
1367,Tata Manza,Tata,2011,116101,Diesel,Manual,5049,221000.0,Bangalore
1368,Maruti Dzire,Maruti,2019,45465,Petrol,Manual,7220,409000.0,Bangalore
1369,Tata Tiago,Tata,2021,42160,Petrol,Manual,6708,380000.0,Bangalore
1370,Maruti Swift,Maruti,2013,100625,Petrol,Manual,17653,375000.0,Bangalore
1371,Skoda Octavia,Skoda,2017,130761,Petrol,Auto,27156,1249000.0,Bangalore
1372,Hyundai Verna,Hyundai,2016,43031,Petrol,Manual,12234,550000.0,Bangalore
1373,Skoda Rapid,Skoda,2021,45176,Petrol,Manual,14554,850000.0,Bangalore
1374,Renault TRIBER,Renault,2020,16550,Petrol,Auto,11474,650000.0,Bangalore
1375,Skoda Superb,Skoda,2016,160407,Petrol,Auto,14459,650000.0,Bangalore
1376,Nissan Teana,Nissan,2011,121366,Petrol,Auto,14459,228000.0,Bangalore
1377,Nissan Terrano,Nissan,2016,97781,Petrol,Manual,7786,350000.0,Bangalore
1378,Mahindra TUV300,Mahindra,2016,52473,Diesel,Manual,13404,509000.0,Bangalore
1379,Hyundai Elite i20,Hyundai,2017,46740,Petrol,Manual,7644,391000.0,Bangalore
1380,Maruti IGNIS,Maruti,2017,70340,Petrol,Manual,7136,365000.0,Bangalore
1381,Tata Indica EV2,Tata,2011,157411,Diesel,Manual,7136,100000.0,Bangalore
1382,Hyundai Grand i10,Hyundai,2015,58717,Petrol,Manual,11534,438000.0,Bangalore
1383,Hyundai i10,Hyundai,2013,95963,Petrol,Manual,12333,262000.0,Bangalore
1384,Maruti A Star,Maruti,2012,61437,Petrol,Manual,17770,200000.0,Bangalore
1385,Honda Amaze,Honda,2014,139821,Diesel,Manual,15958,339000.0,Bangalore
1386,Maruti Alto 800,Maruti,2013,28811,Petrol,Manual,7485,159000.0,Bangalore
1387,Maruti SX4,Maruti,2012,119388,Diesel,Manual,7485,125000.0,Bangalore
1388,Volkswagen Vento,Volkswagen,2012,113442,Diesel,Manual,7485,250000.0,Bangalore
1389,Maruti Alto 800,Maruti,2015,36432,Petrol,Manual,6662,253000.0,Bangalore
1390,Maruti Celerio,Maruti,2014,99043,Petrol,Auto,8304,250000.0,Bangalore
1391,Tata TIGOR,Tata,2018,17491,Petrol,Manual,6973,395000.0,Bangalore
1392,Tata NEXON,Tata,2018,30607,Diesel,Auto,14467,740000.0,Bangalore
1393,Tata NEXON,Tata,2023,11568,Petrol,Auto,14948,873000.0,Bangalore
1394,Maruti Swift Dzire,Maruti,2014,58250,Petrol,Manual,12954,390000.0,Bangalore
1395,Volkswagen Polo,Volkswagen,2020,30339,Petrol,Manual,10592,600000.0,Bangalore
1396,Toyota Urban Cruiser Taisor,Toyota,2025,6168,Petrol,Auto,14982,875000.0,Bangalore
1397,Maruti Wagon R 1.0,Maruti,2015,77642,Petrol,Manual,7637,290000.0,Bangalore
1398,Hyundai Verna,Hyundai,2014,51530,Petrol,Manual,19530,588000.0,Bangalore
1399,Hyundai Verna,Hyundai,2010,45302,Petrol,Manual,19530,194000.0,Bangalore
1400,Ford Ecosport,Ford,2017,92296,Petrol,Auto,13783,705000.0,Bangalore
1401,BMW 5 Series,BMW,2014,60040,Diesel,Auto,81424,1747000.0,Bangalore
1402,Maruti Swift,Maruti,2015,200468,Diesel,Manual,12854,387000.0,Bangalore
1403,Tata TIGOR,Tata,2017,57331,Petrol,Manual,6745,345000.0,Bangalore
1404,Renault TRIBER,Renault,2021,20160,Petrol,Auto,8791,498000.00000000006,Bangalore
1405,Hyundai i10,Hyundai,2011,37842,Petrol,Manual,8791,220000.00000000003,Bangalore
1406,Renault Kwid,Renault,2018,68391,Petrol,Auto,5861,332000.0,Bangalore
1407,Honda City,Honda,2016,96469,Petrol,Auto,13858,623000.0,Bangalore
1408,Ford Figo,Ford,2011,114632,Petrol,Manual,13858,140000.0,Bangalore
1409,Hyundai Elite i20,Hyundai,2016,59091,Petrol,Manual,11478,516000.0,Bangalore
1410,Toyota Innova,Toyota,2012,118032,Diesel,Manual,11478,737000.0,Bangalore
1411,Maruti Swift Dzire,Maruti,2015,49957,Petrol,Manual,13773,523000.00000000006,Bangalore
1412,Tata Nano,Tata,2011,31571,Petrol,Manual,13773,57999.99999999999,Bangalore
1413,Hyundai Elite i20,Hyundai,2017,35076,Petrol,Manual,10362,530000.0,Bangalore
1414,Renault Scala,Renault,2013,89437,Diesel,Manual,22212,250000.0,Bangalore
1415,Maruti Swift,Maruti,2012,56924,Diesel,Manual,22212,338000.0,Bangalore
1416,Skoda Rapid,Skoda,2017,139339,Diesel,Auto,13903,625000.0,Bangalore
1417,Hyundai Grand i10,Hyundai,2015,115315,Petrol,Manual,9981,379000.0,Bangalore
1418,Renault Lodgy,Renault,2015,45947,Diesel,Manual,14747,444000.00000000006,Bangalore
1419,Ford Figo Aspire,Ford,2017,56850,Petrol,Manual,7820,400000.0,Bangalore
1420,Hyundai Creta,Hyundai,2024,6755,Petrol,Manual,27259,1592000.0,Bangalore
1421,Mahindra XUV500,Mahindra,2017,113639,Diesel,Manual,17440,784000.0,Bangalore
1422,Hyundai Elite i20,Hyundai,2015,95500,Petrol,Manual,9217,350000.0,Bangalore
1423,Hyundai i20 Active,Hyundai,2017,39604,Petrol,Manual,10323,528000.0,Bangalore
1424,Skoda Fabia,Skoda,2011,81791,Petrol,Manual,10323,188000.0,Bangalore
1425,Tata Bolt,Tata,2015,58307,Petrol,Manual,7900,300000.0,Bangalore
1426,Tata NEXON,Tata,2018,75818,Petrol,Manual,12498,708000.0,Bangalore
1427,Hyundai Elite i20,Hyundai,2016,119761,Petrol,Manual,10789,485000.0,Bangalore
1428,Tata Indica Vista,Tata,2012,113964,Diesel,Manual,10789,152000.0,Bangalore
1429,Maruti Baleno,Maruti,2017,111793,Petrol,Manual,11122,500000.0,Bangalore
1430,Maruti Alto K10,Maruti,2015,40417,Petrol,Auto,7110,270000.0,Bangalore
1431,Hyundai New Elantra,Hyundai,2015,179765,Diesel,Manual,10230,308000.0,Bangalore
1432,Tata Indica Vista,Tata,2010,157796,Diesel,Manual,10230,78000.0,Bangalore
1433,Maruti Ciaz,Maruti,2018,88752,Diesel,Manual,10753,550000.0,Bangalore
1434,Maruti Swift Dzire,Maruti,2016,70318,Petrol,Manual,7585,341000.0,Bangalore
1435,Hyundai Verna,Hyundai,2019,39000,Petrol,Manual,14126,825000.0,Bangalore
1436,Renault Kwid,Renault,2016,72511,Petrol,Manual,5561,250000.0,Bangalore
1437,Ford Ecosport,Ford,2014,112726,Diesel,Manual,26267,558000.0,Bangalore
1438,Mahindra XUV500,Mahindra,2016,97578,Diesel,Auto,29955,1159000.0,Bangalore
1439,Ford Classic,Ford,2012,117270,Diesel,Manual,29955,200000.0,Bangalore
1440,Volkswagen Vento,Volkswagen,2012,156706,Diesel,Manual,29955,265000.0,Bangalore
1441,Maruti Celerio,Maruti,2015,77246,Petrol,Auto,7768,295000.0,Bangalore
1442,Renault Kwid,Renault,2017,71989,Petrol,Manual,5063,259000.0,Bangalore
1443,Fiat Linea,Fiat,2013,101325,Petrol,Manual,9885,210000.0,Bangalore
1444,Tata NEXON,Tata,2018,80200,Diesel,Auto,15361,807000.0,Bangalore
1445,Hyundai Eon,Hyundai,2014,139298,Petrol,Manual,5447,164000.0,Bangalore
1446,Maruti Alto K10,Maruti,2013,34248,Petrol,Manual,13981,297000.0,Bangalore
1447,Hyundai i10,Hyundai,2011,102526,Petrol,Manual,13981,121000.0,Bangalore
1448,Tata ALTROZ,Tata,2020,46789,Petrol,Manual,8932,506000.0,Bangalore
1449,Ford Ecosport,Ford,2018,75137,Diesel,Manual,9462,484000.0,Bangalore
1450,Maruti Celerio,Maruti,2019,32698,Petrol,Auto,7573,429000.0,Bangalore
1451,Hyundai i10,Hyundai,2012,38297,Petrol,Auto,30742,346000.0,Bangalore
1452,Renault Kwid,Renault,2017,45731,Petrol,Manual,4379,224000.00000000003,Bangalore
1453,Maruti Swift,Maruti,2018,74707,Petrol,Manual,10133,574000.0,Bangalore
1454,KIA CARENS,KIA,2023,14825,Petrol,Manual,26811,1566000.0,Bangalore
1455,Hyundai i10,Hyundai,2013,108772,Petrol,Manual,15016,319000.0,Bangalore
1456,Ford Ecosport,Ford,2014,107094,Diesel,Manual,21277,452000.0,Bangalore
1457,Ford Figo,Ford,2011,61088,Petrol,Manual,21277,170000.0,Bangalore
1458,Honda Amaze,Honda,2013,126351,Petrol,Manual,11298,240000.0,Bangalore
1459,Maruti Alto K10,Maruti,2015,54269,Petrol,Auto,7795,296000.0,Bangalore
1460,Renault TRIBER,Renault,2023,18151,Petrol,Manual,12533,710000.0,Bangalore
1461,Maruti Swift,Maruti,2012,36367,Petrol,Manual,27365,308000.0,Bangalore
1462,Maruti Celerio,Maruti,2015,53950,Petrol,Auto,9480,360000.0,Bangalore
1463,Maruti Celerio,Maruti,2015,123209,Petrol,Manual,9349,355000.0,Bangalore
1464,Hyundai Grand i10,Hyundai,2015,82105,Petrol,Manual,7887,300000.0,Bangalore
1465,Maruti IGNIS,Maruti,2021,16900,Petrol,Manual,9886,560000.0,Bangalore
1466,Volkswagen Polo,Volkswagen,2013,105000,Diesel,Manual,23367,263000.0,Bangalore
1467,Maruti SX4,Maruti,2011,70275,Petrol,Manual,23367,82000.0,Bangalore
1468,Maruti Baleno,Maruti,2016,57408,Petrol,Auto,11411,513000.0,Bangalore
1469,Nissan MAGNITE,Nissan,2021,84798,Petrol,Manual,8650,490000.00000000006,Bangalore
1470,Tata Hexa,Tata,2018,158461,Diesel,Manual,11812,531000.0,Bangalore
1471,BMW 5 Series,BMW,2011,102503,Diesel,Auto,11812,432000.0,Bangalore
1472,Nissan MAGNITE,Nissan,2021,23914,Petrol,Manual,8826,500000.0,Bangalore
1473,Tata Nano,Tata,2012,82965,Petrol,Manual,5953,67000.0,Bangalore
1474,KIA SONET,KIA,2020,43644,Petrol,Manual,11298,640000.0,Bangalore
1475,Skoda Rapid,Skoda,2012,193801,Diesel,Manual,11298,232000.0,Bangalore
1476,Maruti Alto,Maruti,2021,19387,Petrol,Manual,5296,300000.0,Bangalore
1477,Honda Accord,Honda,2011,95081,Petrol,Auto,5296,424000.0,Bangalore
1478,Tata TIGOR,Tata,2020,71477,Petrol,Auto,8720,494000.00000000006,Bangalore
1479,MG HECTOR,MG,2020,46540,Diesel,Manual,20581,1202000.0,Bangalore
1480,Skoda Rapid,Skoda,2017,83376,Diesel,Manual,14615,657000.0,Bangalore
1481,Volkswagen Vento,Volkswagen,2011,55867,Petrol,Manual,14615,234000.0,Bangalore
1482,Hyundai Grand i10,Hyundai,2014,103161,Petrol,Manual,11326,341000.0,Bangalore
1483,Maruti Celerio,Maruti,2015,77179,Petrol,Auto,8058,306000.0,Bangalore
1484,Hyundai GRAND I10 NIOS,Hyundai,2020,67409,Petrol,Auto,8826,500000.0,Bangalore
1485,Hyundai Eon,Hyundai,2018,45256,Petrol,Manual,5119,290000.0,Bangalore
1486,Hyundai i10,Hyundai,2013,50220,Petrol,Auto,11768,250000.0,Bangalore
1487,Maruti Baleno,Maruti,2016,106629,Diesel,Manual,12851,488000.0,Bangalore
1488,Hyundai Verna,Hyundai,2014,71499,Petrol,Manual,14946,450000.0,Bangalore
1489,Hyundai Grand i10,Hyundai,2015,23508,Petrol,Manual,11692,444000.00000000006,Bangalore
1490,Hyundai i10,Hyundai,2010,112858,Petrol,Manual,11692,203000.0,Bangalore
1491,Maruti Celerio,Maruti,2017,84633,Petrol,Auto,5474,280000.0,Bangalore
1492,Maruti Alto K10,Maruti,2012,96512,Petrol,Manual,16348,184000.0,Bangalore
1493,Maruti Alto K10,Maruti,2012,69722,Petrol,Manual,18658,210000.0,Bangalore
1494,Honda City,Honda,2015,96339,Petrol,Manual,9875,375000.0,Bangalore
1495,Mahindra Thar,Mahindra,2023,47568,Diesel,Manual,25564,1493000.0,Bangalore
1496,Maruti Celerio,Maruti,2015,72958,Petrol,Auto,8295,315000.0,Bangalore
1497,Maruti Swift,Maruti,2019,55422,Petrol,Auto,9709,550000.0,Bangalore
1498,Ford Ecosport,Ford,2015,96283,Petrol,Auto,9954,378000.0,Bangalore
1499,Maruti Alto 800,Maruti,2015,68985,Petrol,Manual,5267,200000.0,Bangalore
1500,Maruti Grand Vitara,Maruti,2024,17816,Petrol,Manual,20478,1196000.0,Bangalore
1501,Skoda Rapid,Skoda,2013,121935,Diesel,Manual,32074,361000.0,Bangalore
1502,Honda Amaze,Honda,2015,58532,Petrol,Manual,8137,309000.0,Bangalore
1503,Ford Ecosport,Ford,2014,74428,Diesel,Manual,19300,410000.0,Bangalore
1504,Honda BR-V,Honda,2018,84850,Petrol,Manual,11333,642000.0,Bangalore
1505,Maruti Baleno,Maruti,2018,51603,Petrol,Manual,11474,650000.0,Bangalore
1506,Renault TRIBER,Renault,2020,60768,Petrol,Manual,10715,607000.0,Bangalore
1507,Renault Kwid,Renault,2023,24075,Petrol,Auto,8314,471000.0,Bangalore
1508,Hyundai EXTER,Hyundai,2023,25807,Petrol,Auto,13999,793000.0,Bangalore
1509,Chevrolet Beat,Chevrolet,2011,76993,Diesel,Manual,13999,115000.0,Bangalore
1510,Mahindra E2O,Mahindra,2015,63285,Electric,Auto,4529,172000.0,Bangalore
1511,Honda BR-V,Honda,2016,107632,Diesel,Manual,11640,442000.0,Bangalore
1512,Ford Fiesta,Ford,2011,162095,Diesel,Manual,11640,141000.0,Bangalore
1513,Maruti Wagon R 1.0,Maruti,2011,69996,Petrol,Manual,11640,221000.0,Bangalore
1514,Maruti Baleno,Maruti,2022,29780,Petrol,Auto,11104,629000.0,Bangalore
1515,Maruti Baleno,Maruti,2016,76765,Petrol,Manual,8030,361000.0,Bangalore
1516,Hyundai Santro Xing,Hyundai,2006,77795,Petrol,Manual,8030,120000.0,Bangalore
1517,Honda Civic,Honda,2012,79315,Petrol,Auto,31097,350000.0,Bangalore
1518,Maruti Swift,Maruti,2016,35090,Petrol,Manual,7029,316000.0,Bangalore
1519,Volkswagen Polo,Volkswagen,2013,106483,Diesel,Manual,25766,290000.0,Bangalore
1520,Hyundai i20,Hyundai,2013,77931,Petrol,Manual,12333,262000.0,Bangalore
1521,Maruti Swift,Maruti,2016,72574,Petrol,Manual,7763,349000.0,Bangalore
1522,Hyundai Creta,Hyundai,2016,114504,Petrol,Auto,16683,750000.0,Bangalore
1523,Chevrolet Beat,Chevrolet,2012,93339,Diesel,Manual,16683,130000.0,Bangalore
1524,Toyota Corolla Altis,Toyota,2008,84287,Petrol,Auto,16683,245000.00000000003,Bangalore
1525,Mahindra Scorpio,Mahindra,2013,162559,Diesel,Manual,29231,329000.0,Bangalore
1526,Maruti Swift,Maruti,2016,42188,Diesel,Manual,14299,543000.0,Bangalore
1527,Tata NEXON,Tata,2019,91001,Diesel,Auto,9480,537000.0,Bangalore
1528,Nissan Micra,Nissan,2012,111323,Petrol,Manual,16348,184000.0,Bangalore
1529,Maruti Alto K10,Maruti,2011,89521,Petrol,Manual,16348,207000.0,Bangalore
1530,Chevrolet Sail,Chevrolet,2013,73555,Diesel,Manual,11639,131000.0,Bangalore
1531,Toyota Etios,Toyota,2014,45247,Petrol,Manual,12555,378000.0,Bangalore
1532,Honda Amaze,Honda,2013,125870,Petrol,Manual,11863,252000.0,Bangalore
1533,Mitsubishi Pajero Sport,Mitsubishi,2015,155300,Diesel,Auto,29465,900000.0,Bangalore
1534,Maruti A Star,Maruti,2011,85083,Petrol,Auto,29465,200000.0,Bangalore
1535,Maruti Swift,Maruti,2022,46350,Petrol,Auto,13769,780000.0,Bangalore
1536,Maruti Swift Dzire,Maruti,2011,111876,Petrol,Manual,13769,267000.0,Bangalore
1537,Tata Manza,Tata,2013,104915,Diesel,Manual,22390,252000.0,Bangalore
1538,Hyundai i10,Hyundai,2014,85080,Petrol,Manual,9167,276000.0,Bangalore
1539,Maruti Swift,Maruti,2011,72593,Petrol,Manual,9167,260000.0,Bangalore
1540,Hyundai i20,Hyundai,2012,83887,Diesel,Manual,9167,269000.0,Bangalore
1541,Hyundai Eon,Hyundai,2011,86493,Petrol,Manual,9167,187000.0,Bangalore
1542,Maruti Swift Dzire,Maruti,2013,116683,Petrol,Manual,16805,357000.0,Bangalore
1543,Maruti Celerio,Maruti,2014,77560,Petrol,Manual,9566,288000.0,Bangalore
1544,Maruti Dzire,Maruti,2017,14125,Petrol,Auto,9971,510000.0,Bangalore
1545,Honda Amaze,Honda,2013,63375,Diesel,Manual,23811,268000.0,Bangalore
1546,Maruti Alto K10,Maruti,2017,59922,Petrol,Manual,6979,357000.0,Bangalore
1547,Tata NEXON,Tata,2021,157601,Diesel,Auto,19416,893000.0,Bangalore
1548,Maruti Swift,Maruti,2018,48926,Petrol,Manual,10592,600000.0,Bangalore
1549,Tata Tiago,Tata,2017,60481,Petrol,Auto,8186,368000.0,Bangalore
1550,Volkswagen VIRTUS,Volkswagen,2022,19799,Petrol,Auto,24417,1426000.0,Bangalore
1551,Honda City,Honda,2014,107276,Petrol,Manual,11426,344000.0,Bangalore
1552,Fiat Punto EVO,Fiat,2015,79448,Diesel,Manual,11592,349000.0,Bangalore
1553,Datsun Redi Go,Datsun,2018,55506,Petrol,Auto,4413,250000.0,Bangalore
1554,Maruti Alto,Maruti,2011,77339,Petrol,Manual,4413,200000.0,Bangalore
1555,Renault Kwid,Renault,2017,79092,Petrol,Auto,5904,302000.0,Bangalore
1556,Maruti Alto K10,Maruti,2025,5415,Petrol,Manual,9179,520000.0,Bangalore
1557,Tata Tiago,Tata,2017,17000,Petrol,Manual,7370,377000.0,Bangalore
1558,Honda City,Honda,2012,60450,Petrol,Manual,27543,310000.0,Bangalore
1559,Skoda Fabia,Skoda,2010,103128,Petrol,Manual,27543,136000.0,Bangalore
1560,Hyundai Elite i20,Hyundai,2018,95798,Petrol,Manual,8297,470000.0,Bangalore
1561,Maruti XL6,Maruti,2022,41474,Petrol,Manual,19006,1110000.0,Bangalore
1562,Hyundai Elite i20,Hyundai,2019,112287,Petrol,Auto,14837,667000.0,Bangalore
1563,Hyundai Grand i10,Hyundai,2017,35953,Petrol,Manual,9853,504000.0,Bangalore
1564,Maruti Alto K10,Maruti,2011,135072,Petrol,Manual,9853,139000.0,Bangalore
1565,Volkswagen Vento,Volkswagen,2013,110042,Diesel,Manual,29320,330000.0,Bangalore
1566,Hyundai Verna,Hyundai,2011,102981,Petrol,Manual,29320,272000.0,Bangalore
1567,Datsun Redi Go,Datsun,2018,61071,Petrol,Auto,6006,270000.0,Bangalore
1568,Hyundai Elite i20,Hyundai,2016,133078,Diesel,Manual,13852,526000.0,Bangalore
1569,KIA SELTOS,KIA,2019,44565,Petrol,Manual,15684,916000.0,Bangalore
1570,Tata Tiago,Tata,2021,26233,Petrol,Auto,11051,626000.0,Bangalore
1571,Maruti Ertiga,Maruti,2013,127894,Diesel,Manual,52421,590000.0,Bangalore
1572,Hyundai Xcent,Hyundai,2016,134000,Petrol,Manual,6762,304000.0,Bangalore
1573,Tata PUNCH,Tata,2022,25383,Petrol,Auto,13240,750000.0,Bangalore
1574,Ford New Figo,Ford,2019,47274,Petrol,Manual,7538,427000.0,Bangalore
1575,Maruti Vitara Brezza,Maruti,2016,157767,Diesel,Manual,14931,567000.0,Bangalore
1576,Volkswagen Ameo,Volkswagen,2017,157788,Diesel,Manual,8408,378000.0,Bangalore
1577,Hyundai Verna,Hyundai,2012,114450,Diesel,Manual,8408,390000.0,Bangalore
1578,Tata TIGOR,Tata,2022,61122,Petrol,Manual,11404,646000.0,Bangalore
1579,Volkswagen Vento,Volkswagen,2012,119832,Diesel,Manual,11404,254000.0,Bangalore
1580,Renault Kwid,Renault,2016,39471,Petrol,Manual,5672,255000.0,Bangalore
1581,Tata Indica EV2,Tata,2011,122849,Diesel,Manual,5672,127000.0,Bangalore
1582,Hyundai i20,Hyundai,2011,154487,Diesel,Manual,5672,183000.0,Bangalore
1583,Maruti Baleno,Maruti,2020,89892,Petrol,Manual,10274,582000.0,Bangalore
1584,Tata Zest,Tata,2014,80778,Petrol,Manual,8901,268000.0,Bangalore
1585,KIA CARENS,KIA,2022,36538,Petrol,Manual,19092,1115000.0,Bangalore
1586,Hyundai Grand i10,Hyundai,2016,63318,Petrol,Manual,9343,420000.0,Bangalore
1587,Hyundai Elite i20,Hyundai,2018,46040,Petrol,Manual,10362,587000.0,Bangalore
1588,KIA CARENS,KIA,2022,67864,Diesel,Auto,27447,1603000.0,Bangalore
1589,Maruti Dzire,Maruti,2019,94339,Petrol,Manual,11015,624000.0,Bangalore
1590,Renault TRIBER,Renault,2020,90120,Petrol,Manual,9868,559000.0,Bangalore
1591,Renault Kwid,Renault,2017,69239,Petrol,Auto,6041,309000.0,Bangalore
1592,Hyundai i20,Hyundai,2011,52994,Petrol,Manual,6041,241000.0,Bangalore
1593,Hyundai i10,Hyundai,2010,50795,Petrol,Manual,6041,205000.0,Bangalore
1594,Honda City,Honda,2021,10068,Petrol,Manual,16951,990000.0,Bangalore
1595,Toyota Glanza,Toyota,2021,30834,Petrol,Auto,10327,585000.0,Bangalore
1596,Hyundai Verna,Hyundai,2018,68332,Petrol,Manual,13769,780000.0,Bangalore
1597,Tata Indica Vista,Tata,2011,48647,Diesel,Manual,13769,166000.0,Bangalore
1598,Fiat Grand Punto,Fiat,2010,100255,Petrol,Manual,13769,88000.0,Bangalore
1599,Maruti Ritz,Maruti,2013,90424,Diesel,Manual,29054,327000.0,Bangalore
1600,Mahindra XUV500,Mahindra,2017,75531,Diesel,Manual,19394,892000.0,Bangalore
1601,Maruti Swift,Maruti,2013,142331,Diesel,Manual,35095,395000.0,Bangalore
1602,Hyundai Creta,Hyundai,2016,129851,Petrol,Manual,16683,750000.0,Bangalore
1603,Renault Duster,Renault,2015,135327,Diesel,Manual,16225,488000.0,Bangalore
1604,Mahindra XUV500,Mahindra,2017,153386,Diesel,Manual,13680,615000.0,Bangalore
1605,Mahindra TUV300,Mahindra,2016,156636,Diesel,Manual,12509,475000.0,Bangalore
1606,Volkswagen Vento,Volkswagen,2013,128245,Petrol,Manual,16711,355000.0,Bangalore
1607,Maruti Baleno,Maruti,2017,61262,Petrol,Manual,10440,534000.0,Bangalore
1608,Ford Figo,Ford,2013,118104,Diesel,Manual,19636,221000.0,Bangalore
1609,Hyundai i20,Hyundai,2014,93136,Petrol,Manual,13053,393000.0,Bangalore
1610,Skoda Rapid,Skoda,2012,157767,Diesel,Manual,13053,200000.0,Bangalore
1611,Volkswagen Polo,Volkswagen,2014,100385,Diesel,Manual,16570,352000.0,Bangalore
1612,Mahindra Quanto,Mahindra,2012,30781,Diesel,Manual,16570,252000.0,Bangalore
1613,Mahindra XUV500,Mahindra,2020,38135,Diesel,Manual,15085,881000.0,Bangalore
1614,Hyundai i20,Hyundai,2013,131114,Diesel,Manual,25766,290000.0,Bangalore
1615,Maruti Swift,Maruti,2013,89444,Diesel,Manual,37761,425000.0,Bangalore
1616,Maruti Swift,Maruti,2020,70680,Petrol,Manual,9921,562000.0,Bangalore
1617,Ford Figo,Ford,2014,77055,Petrol,Manual,6610,199000.0,Bangalore
1618,Maruti Swift Dzire,Maruti,2013,84725,Petrol,Manual,12757,271000.0,Bangalore
1619,Honda Amaze,Honda,2015,89498,Diesel,Manual,11758,354000.0,Bangalore
1620,Chevrolet Spark,Chevrolet,2013,43683,Petrol,Manual,6214,132000.0,Bangalore
1621,Honda Amaze,Honda,2014,239107,Diesel,Manual,11863,252000.0,Bangalore
1622,Hyundai Verna,Hyundai,2012,63885,Diesel,Manual,11863,349000.0,Bangalore
1623,Honda BR-V,Honda,2016,48555,Petrol,Manual,11122,500000.0,Bangalore
1624,Honda Amaze,Honda,2014,77466,Diesel,Manual,15299,325000.0,Bangalore
1625,Maruti Swift Dzire,Maruti,2013,129773,Diesel,Manual,24967,281000.0,Bangalore
1626,Maruti Swift Dzire,Maruti,2012,223184,Diesel,Manual,24967,386000.0,Bangalore
1627,Maruti Wagon R 1.0,Maruti,2011,72040,Petrol,Manual,24967,264000.0,Bangalore
1628,Maruti Wagon R Duo,Maruti,2011,75522,Petrol,Manual,24967,227000.0,Bangalore
1629,Ford Figo,Ford,2010,124052,Petrol,Manual,24967,152000.0,Bangalore
