,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
9274,Maruti S PRESSO,Maruti,2019,33802,Petrol,Auto,5472,310000.0,Patna
9275,Maruti Baleno,Maruti,2018,49808,Petrol,Manual,7414,420000.0,Patna
9276,Honda WR-V,Honda,2020,86665,Diesel,Manual,8964,508000.0,Patna
9277,Nissan MAGNITE,Nissan,2022,18531,Petrol,Auto,10833,614000.0,Patna
9278,Hyundai Creta,Hyundai,2022,73081,Diesel,Manual,17858,1043000.0,Patna
9279,Tata Tiago,Tata,2024,26153,Petrol,Manual,8478,480000.0,Patna
9280,Hyundai GRAND I10 NIOS,Hyundai,2023,67739,CNG,Manual,9886,560000.0,Patna
9281,Honda WR-V,Honda,2018,34229,Petrol,Manual,7944,450000.0,Patna
9282,Tata NEXON,Tata,2021,87615,Petrol,Manual,12004,680000.0,Patna
9283,Hyundai GRAND I10 NIOS,Hyundai,2022,6976,Petrol,Auto,9706,550000.0,Patna
9284,Tata NEXON,Tata,2023,12845,Diesel,Manual,17465,1020000.0,Patna
9285,KIA SELTOS,KIA,2021,70395,Petrol,Manual,17670,1032000.0,Patna
9286,Honda WR-V,Honda,2017,73513,Diesel,Manual,11351,510000.0,Patna
9287,Tata NEXON,Tata,2023,16636,Petrol,Manual,18939,1106000.0,Patna
9288,KIA SONET,KIA,2021,60670,Petrol,Manual,13484,764000.0,Patna
9289,KIA SELTOS,KIA,2021,71330,Petrol,Auto,20119,1175000.0,Patna
9290,Maruti Baleno,Maruti,2023,17781,Petrol,Manual,12723,721000.0,Patna
9291,Maruti Ritz,Maruti,2012,67191,Petrol,Manual,10428,117000.0,Patna
9292,Tata Tiago,Tata,2019,47658,Petrol,Manual,6620,375000.0,Patna
9293,Volkswagen TAIGUN,Volkswagen,2022,59704,Petrol,Manual,14936,872000.0000000001,Patna
9294,Maruti Eeco,Maruti,2022,27733,CNG,Manual,7728,438000.0,Patna
9295,Maruti Ciaz,Maruti,2021,46882,Petrol,Manual,11199,634000.0,Patna
9296,Maruti Alto 800,Maruti,2012,28705,Petrol,Manual,13772,155000.0,Patna
9297,Hyundai Xcent,Hyundai,2014,69262,Petrol,Manual,6942,209000.0,Patna
9298,Maruti Wagon R 1.0,Maruti,2013,72548,Petrol,Manual,9697,206000.0,Patna
9299,Renault Duster,Renault,2015,73350,Diesel,Manual,9134,275000.0,Patna
9300,Hyundai i10,Hyundai,2011,40198,Petrol,Manual,9134,160000.0,Patna
